PeriodoInforme,RUT,RazonSocial,Planta,Punto de Descarga,Norma,Parametro,Tipo Muestra,Limite exigido,Unidad,Frecuencia exigida,RPM,Fecha emisión RPM
2024-04-01,  77431760-0,SOC DE INVERSIONES LAGO SOFIA LIMITADA,PISCICULTURA CHINQUIHUE,Punto 1 Vertiente sin nombre Chinquihue,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,48.0,1472,2022-08-29
2024-04-01,  77431760-0,SOC DE INVERSIONES LAGO SOFIA LIMITADA,PISCICULTURA CHINQUIHUE,Punto 1 Vertiente sin nombre Chinquihue,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,2.0,1472,2022-08-29
2024-04-01,  77431760-0,SOC DE INVERSIONES LAGO SOFIA LIMITADA,PISCICULTURA CHINQUIHUE,Punto 1 Vertiente sin nombre Chinquihue,DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,2.0,1472,2022-08-29
2024-04-01,  77431760-0,SOC DE INVERSIONES LAGO SOFIA LIMITADA,PISCICULTURA CHINQUIHUE,Punto 1 Vertiente sin nombre Chinquihue,DS 90,Temperatura,PUNTUAL,35,°C,48.0,1472,2022-08-29
2024-04-01,  77474640-4,SOC PESQUERA SILGAR LIMITADA,SOCIEDAD PESQUERA SILGAR LIMITADA.,SILGAR,DS 90,Aceites y Grasas,PUNTUAL,150,mg/L,1.0,932,2011-07-13
2024-04-01,  77474640-4,SOC PESQUERA SILGAR LIMITADA,SOCIEDAD PESQUERA SILGAR LIMITADA.,SILGAR,DS 90,pH,PUNTUAL,"5,5 - 9",Unidad,1.0,932,2011-07-13
2024-04-01,  77474640-4,SOC PESQUERA SILGAR LIMITADA,SOCIEDAD PESQUERA SILGAR LIMITADA.,SILGAR,DS 90,SAAM,PUNTUAL,15,mg/L,1.0,932,2011-07-13
2024-04-01,  77474640-4,SOC PESQUERA SILGAR LIMITADA,SOCIEDAD PESQUERA SILGAR LIMITADA.,SILGAR,DS 90,Sólidos Sedimentables,PUNTUAL,20,ml/L/h,1.0,932,2011-07-13
2024-04-01,  77474640-4,SOC PESQUERA SILGAR LIMITADA,SOCIEDAD PESQUERA SILGAR LIMITADA.,SILGAR,DS 90,Sólidos Suspendidos Totales,PUNTUAL,300,mg/L,1.0,932,2011-07-13
2024-04-01,  77474640-4,SOC PESQUERA SILGAR LIMITADA,SOCIEDAD PESQUERA SILGAR LIMITADA.,SILGAR,DS 90,Sulfuro,PUNTUAL,5,mg/L,1.0,932,2011-07-13
2024-04-01,  77474640-4,SOC PESQUERA SILGAR LIMITADA,SOCIEDAD PESQUERA SILGAR LIMITADA.,SILGAR,DS 90,Temperatura,COMPUESTO,,°C,1.0,932,2011-07-13
2024-04-01,  77476390-2,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,"Punto 1, Rosario",DS 90,Aceites y Grasas,COMPUESTO,20,mg/L,1.0,3190,2003-12-02
2024-04-01,  77476390-2,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,"Punto 1, Rosario",DS 90,Coliformes Fecales o Termotolerantes,COMPUESTO,1000,NMP/100 ml,1.0,3190,2003-12-02
2024-04-01,  77476390-2,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,"Punto 1, Rosario",DS 90,DBO5,COMPUESTO,35,mgO2/L,1.0,3190,2003-12-02
2024-04-01,  77476390-2,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,"Punto 1, Rosario",DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,50,mg/L,1.0,3190,2003-12-02
2024-04-01,  77476390-2,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,"Punto 1, Rosario",DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,4.0,3190,2003-12-02
2024-04-01,  77476390-2,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,"Punto 1, Rosario",DS 90,Sólidos Suspendidos Totales,COMPUESTO,80,mg/L,1.0,3190,2003-12-02
2024-04-01,  77476390-2,PROCESADORA DE ALIMENTOS DEL SUR LIMITADA,FAENADORA ROSARIO LTDA.,"Punto 1, Rosario",DS 90,Temperatura,PUNTUAL,35,°C,4.0,3190,2003-12-02
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Aceites y Grasas,PUNTUAL,10,mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Arsénico,PUNTUAL,"0,01",mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Boro,PUNTUAL,"0,75",mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Cadmio,PUNTUAL,"0,002",mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Caudal,COMPUESTO,,m3/dia,10.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Cloruros,PUNTUAL,250,mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Fluoruro,PUNTUAL,"1,5",mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Hierro,COMPUESTO,5,mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Manganeso,PUNTUAL,"0,3",mg/L,1.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,pH,PUNTUAL,"6 - 8,5",Unidad,80.0,5586,2012-12-14
2024-04-01,  77486460-1,AGROINDUSTRIAL PEDREGAL SOCIEDAD ANONIMA,AGROPEL,PUNTO 1 INFILTRACIÓN ,DS 46,Sulfato,PUNTUAL,250,mg/L,1.0,5586,2012-12-14
2024-04-01,  77547538-2,SOCIEDAD INNOVOÁRIDOS SPA,BUTALCURA RURAL S/N,PUNTO 1 RIO BUTALCURA,,,COMPUESTO,,,,,
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Aceites y Grasas,COMPUESTO,50,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Aluminio,COMPUESTO,10,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Arsénico,COMPUESTO,1,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Boro,COMPUESTO,3,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Cadmio,COMPUESTO,"0,3",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Caudal,COMPUESTO,"145,8",l/s,30.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Cianuro,COMPUESTO,1,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Cloruros,COMPUESTO,2000,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Cobre ,COMPUESTO,3,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Cromo Hexavalente ,COMPUESTO,"0,2",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,DBO5,COMPUESTO,300,mgO2/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Fluoruro,COMPUESTO,5,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Fósforo,COMPUESTO,15,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Hidrocarburos Fijos ,COMPUESTO,50,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Hierro Disuelto,COMPUESTO,10,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Indice Fenol ,COMPUESTO,1,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Manganeso,COMPUESTO,3,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Mercurio,COMPUESTO,"0,01",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Molibdeno,COMPUESTO,"2,5",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Níquel,COMPUESTO,3,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,75,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Pentaclorofenol,COMPUESTO,"0,01",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,8.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Plomo,COMPUESTO,"0,5",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Selenio,COMPUESTO,"0,1",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Sólidos Suspendidos Totales,COMPUESTO,300,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Sulfato,COMPUESTO,2000,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Sulfuro,COMPUESTO,10,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Temperatura,PUNTUAL,40,°C,8.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Tetracloroeteno,COMPUESTO,"0,4",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Tolueno,COMPUESTO,7,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Triclorometano,COMPUESTO,"0,5",mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Xileno,COMPUESTO,5,mg/L,1.0,354,2014-07-14
2024-04-01,  77562510-4,PAPELES BIO-BIO S.A.,BO PAPER BIO BIO,PUNTO 1 RIO BIOBIO,DS 90,Zinc,COMPUESTO,20,mg/L,1.0,354,2014-07-14
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Aceites y Grasas,COMPUESTO,50,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Aluminio,COMPUESTO,10,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Arsénico,COMPUESTO,1,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Boro,COMPUESTO,3,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Cadmio,COMPUESTO,"0,3",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Caudal,COMPUESTO,60,m3/dia,30.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Cianuro,COMPUESTO,1,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Cloro Libre Residual,COMPUESTO,,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Cloruros,COMPUESTO,2000,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Cobre ,COMPUESTO,3,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Cromo Hexavalente ,COMPUESTO,"0,2",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,DBO5,COMPUESTO,300,mgO2/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Fluoruro,COMPUESTO,5,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Fósforo,COMPUESTO,15,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Hidrocarburos Fijos ,COMPUESTO,50,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Hierro Disuelto,COMPUESTO,10,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Indice Fenol ,COMPUESTO,1,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Manganeso,COMPUESTO,3,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Mercurio,COMPUESTO,"0,01",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Molibdeno,COMPUESTO,"2,5",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Níquel,COMPUESTO,3,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Nitrógeno Total  Kjeldahl,COMPUESTO,75,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Pentaclorofenol,COMPUESTO,"0,01",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,pH,PUNTUAL,"6 - 8,5",Unidad,12.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Plomo,COMPUESTO,"0,5",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Poder Espumógeno ,COMPUESTO,7,mm,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Selenio,COMPUESTO,"0,1",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Sólidos Suspendidos Totales,COMPUESTO,300,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Sulfato,COMPUESTO,2000,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Sulfuro,COMPUESTO,10,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Temperatura,PUNTUAL,40,°C,12.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Tetracloroeteno,COMPUESTO,"0,4",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Tolueno,COMPUESTO,7,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Triclorometano,COMPUESTO,"0,5",mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Xileno,COMPUESTO,5,mg/L,1.0,1552,2019-11-11
2024-04-01,  77606550-1,SOCIEDAD DE TURISMO RIO SERRANO S.A.,HOTEL RIO SERRANO,DESCARGA 1,DS 90,Zinc,COMPUESTO,20,mg/L,1.0,1552,2019-11-11
2024-04-01,  77639110-7,EXPORTADORA Y COMERCIALIZADORA TUNICHE LIMITADA,Viña Tuniche,PUNTO 1 Canal San Rafael,,,COMPUESTO,,,,,
2024-04-01,  77647660-9,FRIGORIFICO NATURAL FRUIT QUALITY LIMITADA,FRIGOQUALITY,PUNTO 1 CANAL TIPAUNE,,,COMPUESTO,,,,,
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Aceites y Grasas,PUNTUAL,20,mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Aluminio,PUNTUAL,1,mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Arsénico,PUNTUAL,"0,2",mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Coliformes Fecales o Termotolerantes,PUNTUAL,1000,NMP/100 ml,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Cromo Total,PUNTUAL,"2,5",mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,DBO5,PUNTUAL,60,mgO2/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Manganeso,PUNTUAL,2,mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Molibdeno,PUNTUAL,"0,1",mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Níquel,PUNTUAL,2,mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,pH,PUNTUAL,6 - 9,Unidad,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Plomo,PUNTUAL,"0,2",mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Sólidos Sedimentables,PUNTUAL,5,ml/L/h,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Sólidos Suspendidos Totales,PUNTUAL,100,mg/L,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Temperatura,PUNTUAL,30,°C,1.0,1738,2009-12-21
2024-04-01,  77667460-5,MARINE FARMS LIMITADA,GRANJA MARINA,MF.LVERDE,DS 90,Zinc,PUNTUAL,5,mg/L,1.0,1738,2009-12-21
2024-04-01,  77691470-3,DAVILA Y DIAZ LIMITADA,DÁVILA Y DÍAZ LIMITADA,DYD,DS 90,Aceites y Grasas,PUNTUAL,150,mg/L,1.0,1472,2009-10-30
2024-04-01,  77691470-3,DAVILA Y DIAZ LIMITADA,DÁVILA Y DÍAZ LIMITADA,DYD,DS 90,Aluminio,PUNTUAL,10,mg/L,1.0,1472,2009-10-30
2024-04-01,  77691470-3,DAVILA Y DIAZ LIMITADA,DÁVILA Y DÍAZ LIMITADA,DYD,DS 90,Arsénico,PUNTUAL,"0,5",mg/L,1.0,1472,2009-10-30
2024-04-01,  77691470-3,DAVILA Y DIAZ LIMITADA,DÁVILA Y DÍAZ LIMITADA,DYD,DS 90,pH,PUNTUAL,"5,5 - 9",Unidad,1.0,1472,2009-10-30
2024-04-01,  77691470-3,DAVILA Y DIAZ LIMITADA,DÁVILA Y DÍAZ LIMITADA,DYD,DS 90,Sólidos Sedimentables,PUNTUAL,20,ml/L/h,1.0,1472,2009-10-30
2024-04-01,  77691470-3,DAVILA Y DIAZ LIMITADA,DÁVILA Y DÍAZ LIMITADA,DYD,DS 90,Sólidos Suspendidos Totales,PUNTUAL,300,mg/L,1.0,1472,2009-10-30
2024-04-01,  77706790-7,TURISMO CABANAS DEL PAINE LIMITADA,HOTEL DEL PAINE,PUNTO 1 RIO SERRANO,DS 90,Aceites y Grasas,COMPUESTO,50,mg/L,1.0,561,2023-03-29
2024-04-01,  77706790-7,TURISMO CABANAS DEL PAINE LIMITADA,HOTEL DEL PAINE,PUNTO 1 RIO SERRANO,DS 90,Aluminio,COMPUESTO,10,mg/L,1.0,561,2023-03-29
2024-04-01,  77706790-7,TURISMO CABANAS DEL PAINE LIMITADA,HOTEL DEL PAINE,PUNTO 1 RIO SERRANO,DS 90,Arsénico,COMPUESTO,1,mg/L,1.0,561,2023-03-29
2024-04-01,  77706790-7,TURISMO CABANAS DEL PAINE LIMITADA,HOTEL DEL PAINE,PUNTO 1 RIO SERRANO,DS 90,Boro,COMPUESTO,3,mg/L,1.0,561,2023-03-29
