id,PeriodoInforme,RUT,RazonSocial,Planta,PuntoDeDescarga,CuerpoReceptor,Norma,Muestra,Parametro,Unidad,ValorReportado,TipoDeControl,Laboratorio,UnidadFiscalizable,departamento,ComunaId,comuna,NombreCategoria,NombreSubCategoria,Direccion,NumeroRCA,FechaRCA
3258,01-03-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6084367,pH,Unidad,77.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
3259,01-03-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6084368,Temperatura,°C,220.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
3260,01-03-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6084369,Caudal,m3/dia,430.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
3261,01-03-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6085380,Caudal,m3/dia,264.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
3262,01-03-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6085381,Temperatura,°C,183.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
3263,01-03-2024, 96928510-K,EMPRESAS LIPIGAS S A,PLANTA LIPIGAS CON CON,PUNTO 1 QUEBRADA INTERIOR,QUEBRADA INTERIOR,DS 90,6085382,pH,Unidad,69.0,Autocontrol,Analisis Ambientales ANAM S.A.,PLANTA LIPIGAS CONCON,Región de Valparaíso,1070,Concón,Saneamiento Ambiental,Planta de tratamiento de RILes,"NORTE 200, Concón",0,
3264,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007914,Temperatura,°C,189.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3265,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007915,Temperatura,°C,190.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3266,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007916,Temperatura,°C,190.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3267,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007917,Temperatura,°C,191.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3268,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007918,Temperatura,°C,193.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3269,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007919,Temperatura,°C,194.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3270,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007920,Temperatura,°C,195.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3271,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007921,Temperatura,°C,196.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3272,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007922,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3273,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007923,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3274,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007924,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3275,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007925,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3276,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007926,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3277,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007927,pH,Unidad,76.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3278,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007928,pH,Unidad,76.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3279,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,6007929,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3280,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,165220,Aluminio,mg/L,104.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3281,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,165220,Hierro Disuelto,mg/L,514.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3282,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,165220,Mercurio,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3283,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,165220,Plomo,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3284,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,165220,Tolueno,mg/L,111.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3285,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA COPEC CONCON,PUNTO 1 RIO ACONCAGUA,RIO ACONCAGUA,DS 90,165220,Xileno,mg/L,18.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,PLANTA DE COMBUSTIBLES CONCON,Región de Valparaíso,1070,Concón,Instalación fabril,Planta de Refinería,"2 NORTE 1025, Concón",0,
3286,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,165719,Hidrocarburos Totales,mg/L,20.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3287,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,165719,Hidrocarburos Volatiles,mg/L,33.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3288,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,165719,Níquel,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3289,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,165719,Plomo,mg/L,1.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3290,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,165719,Selenio,mg/L,2.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3291,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,165719,Zinc,mg/L,14.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3292,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026359,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3293,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026360,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3294,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026361,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3295,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026362,pH,Unidad,79.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3296,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026363,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3297,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026364,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3298,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026365,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3299,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026366,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3300,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026367,pH,Unidad,79.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3301,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026368,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3302,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026369,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3303,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026370,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3304,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026371,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3305,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026372,pH,Unidad,76.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3306,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026373,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3307,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026374,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3308,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026375,pH,Unidad,79.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3309,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026376,pH,Unidad,79.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3310,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026377,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3311,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026378,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3312,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026379,pH,Unidad,79.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3313,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026380,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3314,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026381,pH,Unidad,77.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3315,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026382,pH,Unidad,78.0,Autocontrol,Silob Laboratorio Puerto Montt Ltda.,TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3316,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026383,Caudal,m3/dia,5323.0,Autocontrol,"Laboratorio interno del establecimiento (solo pH, Temperatura y Caudal)",TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3317,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026384,Caudal,m3/dia,1917.0,Autocontrol,"Laboratorio interno del establecimiento (solo pH, Temperatura y Caudal)",TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
3318,01-03-2024, 99520000-7,COMPANIA DE PETROLEOS DE CHILE COPEC S A,PLANTA DE LUBRICANTES COPEC,COPEC.QUIN EMISARIO,BAHÍA QUINTERO,DS 90,6026385,Caudal,m3/dia,909.0,Autocontrol,"Laboratorio interno del establecimiento (solo pH, Temperatura y Caudal)",TERMINAL MARITIMO DE QUINTERO COPEC,Región de Valparaíso,1140,Quintero,Infraestructura Portuaria,Terminal marítimo,"F-212 1111, Quintero",304,2013-08-16
